target_id	pdb_id	comp_id	label_asym_id	auth_asym_id	formula_weight	heavy_atoms	rscc	rsr	completeness	is_subject_of_investigation	covalent	status	reason	recorded
24MP_1	24MP	EOH	E	A	46.068	3	0.904	0.15	1.0	N	0	rejected	formula weight 46.068 outside 100 to 900; 3 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.904 below 0.95	2026-09-25T21:50:36+08:00
24MP_1	24MP	EOH	F	A	46.068	3	0.84	0.147	1.0	N	0	rejected	formula weight 46.068 outside 100 to 900; 3 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.84 below 0.95	2026-09-25T21:50:36+08:00
24MP_1	24MP	EOH	G	A	46.068	3	0.905	0.134	1.0	N	0	rejected	formula weight 46.068 outside 100 to 900; 3 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.905 below 0.95	2026-09-25T21:50:36+08:00
24MP_1	24MP	POL	H	B	60.095	4	0.717	0.208	1.0	N	0	rejected	formula weight 60.095 outside 100 to 900; 4 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.717 below 0.95; RSR 0.208 above 0.2	2026-09-25T21:50:36+08:00
26RW_1	26RW	A1MG3	B	A	452.475	33	0.769	0.154	1.0	Y	0	rejected	RSCC 0.769 below 0.95	2026-09-25T21:50:36+08:00
26RW_1	26RW	A1MG3	C	A	452.475	33	0.629	0.18	1.0	Y	0	rejected	RSCC 0.629 below 0.95	2026-09-25T21:50:36+08:00
27AA_1	27AA	EDO	G	B	62.068	4	0.813	0.147	1.0	N	0	rejected	formula weight 62.068 outside 100 to 900; 4 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.813 below 0.95	2026-09-25T21:50:36+08:00
27AA_1	27AA	GOL	H	C	92.094	6	0.886	0.114	1.0	N	0	rejected	formula weight 92.094 outside 100 to 900; 6 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.886 below 0.95	2026-09-25T21:50:36+08:00
27AA_1	27AA	GOL	K	D	92.094	6	0.879	0.119	1.0	N	0	rejected	formula weight 92.094 outside 100 to 900; 6 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.879 below 0.95	2026-09-25T21:50:36+08:00
27AA_1	27AA	GOL	I	C	92.094	6	0.821	0.146	1.0	N	0	rejected	formula weight 92.094 outside 100 to 900; 6 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.821 below 0.95	2026-09-25T21:50:36+08:00
27AA_1	27AA	KNA	F	A	158.238	11	0.65	0.275	1.0	Y	0	rejected	RSCC 0.65 below 0.95; RSR 0.275 above 0.2	2026-09-25T21:50:36+08:00
27AA_1	27AA	TLA	J	C	150.087	10	0.914	0.086	1.0	N	0	rejected	not flagged as the subject of investigation; RSCC 0.914 below 0.95	2026-09-25T21:50:36+08:00
27AA_1	27AA	TLA	E	A	150.087	10	0.801	0.124	1.0	N	0	rejected	not flagged as the subject of investigation; RSCC 0.801 below 0.95	2026-09-25T21:50:36+08:00
27JK_1	27JK	CA	B	A	40.078	1	0.946	0.096	1.0	Y	0	rejected	formula weight 40.078 outside 100 to 900; 1 heavy atoms, below 10; RSCC 0.946 below 0.95	2026-09-25T21:50:36+08:00
27WO_1	27WO	ZN	J	A	65.409	1	0.88	0.121	1.0	N	0	rejected	formula weight 65.409 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.88 below 0.95	2026-09-25T21:50:36+08:00
27WO_1	27WO	ZN	I	A	65.409	1	0.825	0.121	1.0	N	0	rejected	formula weight 65.409 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.825 below 0.95	2026-09-25T21:50:36+08:00
27WO_1	27WO	ZN	H	A	65.409	1	0.978	0.032	1.0	N	0	rejected	formula weight 65.409 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:36+08:00
27WO_1	27WO	ZN	G	A	65.409	1	0.966	0.129	1.0	N	0	rejected	formula weight 65.409 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:36+08:00
27WO_1	27WO	ZN	F	A	65.409	1	0.984	0.036	1.0	N	0	rejected	formula weight 65.409 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:36+08:00
27WO_1	27WO	ZN	E	A	65.409	1	0.999	0.007	1.0	N	0	rejected	formula weight 65.409 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:36+08:00
27WO_1	27WO	ZN	D	A	65.409	1	0.893	0.144	1.0	N	0	rejected	formula weight 65.409 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.893 below 0.95	2026-09-25T21:50:36+08:00
27WO_1	27WO	ZN	C	A	65.409	1	0.908	0.111	1.0	N	0	rejected	formula weight 65.409 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.908 below 0.95	2026-09-25T21:50:36+08:00
27WO_1	27WO	ZN	B	A	65.409	1	0.916	0.09	1.0	N	0	rejected	formula weight 65.409 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.916 below 0.95	2026-09-25T21:50:36+08:00
29LI_1	29LI	P6G	B	A	282.331	19	0.778	0.143	1.0	Y	0	rejected	RSCC 0.778 below 0.95	2026-09-25T21:50:36+08:00
29LW_1	29LW	9O9	C	A	455.356	31	0.981	0.045	1.0	Y	0	ok		2026-09-25T21:50:36+08:00
29LW_1	29LW	9O9	G	B	455.356	31	0.983	0.045	1.0	Y	0	ok		2026-09-25T21:50:36+08:00
29LW_1	29LW	GOL	F	A	92.094	6	0.822	0.183	1.0	N	0	rejected	formula weight 92.094 outside 100 to 900; 6 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.822 below 0.95	2026-09-25T21:50:36+08:00
29LW_1	29LW	GOL	H	B	92.094	6	0.808	0.166	1.0	N	0	rejected	formula weight 92.094 outside 100 to 900; 6 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.808 below 0.95	2026-09-25T21:50:36+08:00
29LW_1	29LW	GOL	I	B	92.094	6	0.917	0.103	1.0	N	0	rejected	formula weight 92.094 outside 100 to 900; 6 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.917 below 0.95	2026-09-25T21:50:36+08:00
29LW_1	29LW	GOL	J	B	92.094	6	0.884	0.109	1.0	N	0	rejected	formula weight 92.094 outside 100 to 900; 6 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.884 below 0.95	2026-09-25T21:50:36+08:00
29LW_1	29LW	GOL	E	A	92.094	6	0.833	0.155	1.0	N	0	rejected	formula weight 92.094 outside 100 to 900; 6 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.833 below 0.95	2026-09-25T21:50:36+08:00
29LW_1	29LW	GOL	D	A	92.094	6	0.843	0.157	1.0	N	0	rejected	formula weight 92.094 outside 100 to 900; 6 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.843 below 0.95	2026-09-25T21:50:36+08:00
30JI_1	30JI	A1J6V	B	A	396.503	28	0.972	0.056	1.0	Y	0	ok		2026-09-25T21:50:36+08:00
30JI_1	30JI	EOH	I	A	46.068	3	0.723	0.178	1.0	N	0	rejected	formula weight 46.068 outside 100 to 900; 3 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.723 below 0.95	2026-09-25T21:50:36+08:00
30JI_1	30JI	EOH	K	A	46.068	3	0.545	0.262	1.0	N	0	rejected	formula weight 46.068 outside 100 to 900; 3 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.545 below 0.95; RSR 0.262 above 0.2	2026-09-25T21:50:36+08:00
30JI_1	30JI	EOH	J	A	46.068	3	0.813	0.134	1.0	N	0	rejected	formula weight 46.068 outside 100 to 900; 3 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.813 below 0.95	2026-09-25T21:50:36+08:00
30JI_1	30JI	EOH	D	A	46.068	3	0.829	0.121	1.0	N	0	rejected	formula weight 46.068 outside 100 to 900; 3 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.829 below 0.95	2026-09-25T21:50:36+08:00
30JI_1	30JI	GOL	C	A	92.094	6	0.888	0.097	1.0	N	0	rejected	formula weight 92.094 outside 100 to 900; 6 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.888 below 0.95	2026-09-25T21:50:36+08:00
30JI_1	30JI	GOL	E	A	92.094	6	0.898	0.089	1.0	N	0	rejected	formula weight 92.094 outside 100 to 900; 6 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.898 below 0.95	2026-09-25T21:50:36+08:00
30JI_1	30JI	GOL	F	A	92.094	6	0.869	0.124	1.0	N	0	rejected	formula weight 92.094 outside 100 to 900; 6 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.869 below 0.95	2026-09-25T21:50:36+08:00
30JI_1	30JI	GOL	G	A	92.094	6	0.929	0.099	1.0	N	0	rejected	formula weight 92.094 outside 100 to 900; 6 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.929 below 0.95	2026-09-25T21:50:36+08:00
30JI_1	30JI	GOL	H	A	92.094	6	0.757	0.136	1.0	N	0	rejected	formula weight 92.094 outside 100 to 900; 6 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.757 below 0.95	2026-09-25T21:50:36+08:00
31KJ_1	31KJ	SO4	C	A	96.063	5	0.938	0.096	1.0	N	0	rejected	formula weight 96.063 outside 100 to 900; 5 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.938 below 0.95	2026-09-25T21:50:36+08:00
31KJ_1	31KJ	SO4	E	B	96.063	5	0.793	0.163	1.0	N	0	rejected	formula weight 96.063 outside 100 to 900; 5 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.793 below 0.95	2026-09-25T21:50:36+08:00
31KJ_1	31KJ	SO4	D	B	96.063	5	0.983	0.066	1.0	N	0	rejected	formula weight 96.063 outside 100 to 900; 5 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:36+08:00
32JG_1	32JG	FLC	D	B	189.1	13	0.832	0.13	1.0	N	0	rejected	not flagged as the subject of investigation; RSCC 0.832 below 0.95	2026-09-25T21:50:36+08:00
32JG_1	32JG	GOL	C	A	92.094	6	0.622	0.185	1.0	N	0	rejected	formula weight 92.094 outside 100 to 900; 6 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.622 below 0.95	2026-09-25T21:50:36+08:00
32OA_1	32OA	DMS	B	A	78.133	4	0.995	0.045	1.0	N	0	rejected	formula weight 78.133 outside 100 to 900; 4 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:36+08:00
32OA_1	32OA	DMS	C	A	78.133	4	1.0	0.026	1.0	N	0	rejected	formula weight 78.133 outside 100 to 900; 4 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:36+08:00
32OA_1	32OA	DMS	D	A	78.133	4	0.957	0.119	1.0	N	0	rejected	formula weight 78.133 outside 100 to 900; 4 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:36+08:00
32QT_1	32QT	EDO	B	A	62.068	4	0.968	0.057	1.0	N	0	rejected	formula weight 62.068 outside 100 to 900; 4 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:36+08:00
32QT_1	32QT	EDO	E	A	62.068	4	0.931	0.088	1.0	N	0	rejected	formula weight 62.068 outside 100 to 900; 4 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.931 below 0.95	2026-09-25T21:50:36+08:00
32QT_1	32QT	EDO	G	A	62.068	4	0.911	0.1	1.0	N	0	rejected	formula weight 62.068 outside 100 to 900; 4 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.911 below 0.95	2026-09-25T21:50:36+08:00
32QT_1	32QT	EDO	H	A	62.068	4	0.846	0.14	1.0	N	0	rejected	formula weight 62.068 outside 100 to 900; 4 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.846 below 0.95	2026-09-25T21:50:36+08:00
32QT_1	32QT	EDO	F	A	62.068	4	0.86	0.113	1.0	N	0	rejected	formula weight 62.068 outside 100 to 900; 4 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.86 below 0.95	2026-09-25T21:50:36+08:00
32QT_1	32QT	EDO	D	A	62.068	4	0.952	0.08	1.0	N	0	rejected	formula weight 62.068 outside 100 to 900; 4 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:36+08:00
32QT_1	32QT	EDO	C	A	62.068	4	0.907	0.113	1.0	N	0	rejected	formula weight 62.068 outside 100 to 900; 4 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.907 below 0.95	2026-09-25T21:50:36+08:00
35TM_1	35TM	AR6	D	B	559.316	36	0.965	0.061	1.0	Y	0	ok		2026-09-25T21:50:36+08:00
35TM_1	35TM	AR6	C	A	559.316	36	0.966	0.061	1.0	Y	0	ok		2026-09-25T21:50:36+08:00
36IQ_1	36IQ	DM2	C	A	543.519	39	0.956	0.071	1.0	Y	0	ok		2026-09-25T21:50:36+08:00
36IQ_1	36IQ	DM2	D	B	543.519	39	0.941	0.085	1.0	Y	0	rejected	RSCC 0.941 below 0.95	2026-09-25T21:50:36+08:00
36IW_1	36IW	CL	B	A	35.453	1	0.975	0.12	1.0	N	0	rejected	formula weight 35.453 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:36+08:00
36IW_1	36IW	CL	C	A	35.453	1	0.889	0.32	1.0	N	0	rejected	formula weight 35.453 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.889 below 0.95; RSR 0.32 above 0.2	2026-09-25T21:50:36+08:00
36IW_1	36IW	CL	D	A	35.453	1	0.996	0.017	1.0	N	0	rejected	formula weight 35.453 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:36+08:00
36MB_1	36MB	PRO	F	A	115.13	8	0.884	0.126	1.0	N	0	rejected	8 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.884 below 0.95	2026-09-25T21:50:36+08:00
36MB_1	36MB	SO4	G	D	96.063	5	0.833	0.125	1.0	N	0	rejected	formula weight 96.063 outside 100 to 900; 5 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.833 below 0.95	2026-09-25T21:50:36+08:00
36MB_1	36MB	SO4	E	A	96.063	5	0.924	0.076	1.0	N	0	rejected	formula weight 96.063 outside 100 to 900; 5 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.924 below 0.95	2026-09-25T21:50:36+08:00
37JY_1	37JY	A1AEP	G	B	635.372	42	0.978	0.053	1.0	Y	0	ok		2026-09-25T21:50:36+08:00
37JY_1	37JY	A1AEP	H	D	635.372	42	0.976	0.054	1.0	Y	0	ok		2026-09-25T21:50:36+08:00
37JY_1	37JY	A1AEP	I	E	635.372	42	0.96	0.075	1.0	Y	0	ok		2026-09-25T21:50:36+08:00
38LI_1	38LI	GOL	E	B	92.094	6	0.787	0.156	1.0	N	0	rejected	formula weight 92.094 outside 100 to 900; 6 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.787 below 0.95	2026-09-25T21:50:36+08:00
38LI_1	38LI	IMD	F	C	69.085	5	0.762	0.167	1.0	N	0	rejected	formula weight 69.085 outside 100 to 900; 5 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.762 below 0.95	2026-09-25T21:50:36+08:00
38LI_1	38LI	MLI	D	A	102.046	7	0.886	0.096	1.0	N	0	rejected	7 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.886 below 0.95	2026-09-25T21:50:36+08:00
44ID_1	44ID	BHF	D	B	272.297	21	0.97	0.048	1.0	Y	0	ok		2026-09-25T21:50:36+08:00
44ID_1	44ID	BHF	C	A	272.297	21	0.967	0.049	1.0	Y	0	ok		2026-09-25T21:50:36+08:00
7H47_1	7H47	DMS	D	A	78.133	4	0.899	0.139	1.0	N	0	rejected	formula weight 78.133 outside 100 to 900; 4 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.899 below 0.95	2026-09-25T21:50:36+08:00
7H47_1	7H47	DMS	E	A	78.133	4	0.947	0.111	1.0	N	0	rejected	formula weight 78.133 outside 100 to 900; 4 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.947 below 0.95	2026-09-25T21:50:36+08:00
7H47_1	7H47	DMS	G	A	78.133	4	0.875	0.146	1.0	N	0	rejected	formula weight 78.133 outside 100 to 900; 4 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.875 below 0.95	2026-09-25T21:50:36+08:00
7H47_1	7H47	DMS	H	A	78.133	4	0.954	0.119	1.0	N	0	rejected	formula weight 78.133 outside 100 to 900; 4 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:36+08:00
7H47_1	7H47	DMS	I	A	78.133	4	0.84	0.2	1.0	N	0	rejected	formula weight 78.133 outside 100 to 900; 4 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.84 below 0.95	2026-09-25T21:50:36+08:00
7H47_1	7H47	DMS	F	A	78.133	4	0.776	0.208	1.0	N	0	rejected	formula weight 78.133 outside 100 to 900; 4 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.776 below 0.95; RSR 0.208 above 0.2	2026-09-25T21:50:36+08:00
7H47_1	7H47	SO4	J	A	96.063	5	0.696	0.221	1.0	N	0	rejected	formula weight 96.063 outside 100 to 900; 5 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.696 below 0.95; RSR 0.221 above 0.2	2026-09-25T21:50:36+08:00
7H47_1	7H47	Z5C	B	A	156.139	11	0.766	0.178	1.0	Y	0	rejected	RSCC 0.766 below 0.95	2026-09-25T21:50:36+08:00
7H47_1	7H47	ZN	C	A	65.409	1	0.997	0.021	1.0	N	0	rejected	formula weight 65.409 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:36+08:00
7HI9_1	7HI9	NA	B	A	22.99	1	0.4	0.304	1.0	N	0	rejected	formula weight 22.99 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.4 below 0.95; RSR 0.304 above 0.2	2026-09-25T21:50:37+08:00
8JNB_1	8JNB	USX	B	B	368.383	27	0.922	0.096	1.0	Y	1	rejected	covalently bound to the protein; RSCC 0.922 below 0.95	2026-09-25T21:50:37+08:00
8JQU_1	8JQU	EDO	B	A	62.068	4	0.857	0.148	1.0	N	0	rejected	formula weight 62.068 outside 100 to 900; 4 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.857 below 0.95	2026-09-25T21:50:37+08:00
8JQU_1	8JQU	GNP	C	A	522.196	32	0.989	0.034	1.0	Y	0	ok		2026-09-25T21:50:37+08:00
8JQU_1	8JQU	MG	D	A	24.305	1	0.994	0.018	1.0	Y	0	rejected	formula weight 24.305 outside 100 to 900; 1 heavy atoms, below 10	2026-09-25T21:50:37+08:00
8JUC_1	8JUC	EDO	C	A	62.068	4	0.85	0.171	1.0	N	0	rejected	formula weight 62.068 outside 100 to 900; 4 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.85 below 0.95	2026-09-25T21:50:37+08:00
8JUC_1	8JUC	EDO	D	A	62.068	4	0.83	0.198	1.0	N	0	rejected	formula weight 62.068 outside 100 to 900; 4 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.83 below 0.95	2026-09-25T21:50:37+08:00
8JUC_1	8JUC	V23	B	A	217.148	15	0.86	0.213	1.0	Y	0	rejected	RSCC 0.86 below 0.95; RSR 0.213 above 0.2	2026-09-25T21:50:37+08:00
8JWD_1	8JWD	EDO	B	A	62.068	4	0.886	0.132	1.0	N	0	rejected	formula weight 62.068 outside 100 to 900; 4 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.886 below 0.95	2026-09-25T21:50:37+08:00
8JWS_1	8JWS	EDO	P	C	62.068	4	0.798	0.216	1.0	N	0	rejected	formula weight 62.068 outside 100 to 900; 4 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.798 below 0.95; RSR 0.216 above 0.2	2026-09-25T21:50:37+08:00
8JWS_1	8JWS	EDO	O	C	62.068	4	0.812	0.252	1.0	N	0	rejected	formula weight 62.068 outside 100 to 900; 4 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.812 below 0.95; RSR 0.252 above 0.2	2026-09-25T21:50:37+08:00
8JWS_1	8JWS	EDO	K	B	62.068	4	0.861	0.183	1.0	N	0	rejected	formula weight 62.068 outside 100 to 900; 4 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.861 below 0.95	2026-09-25T21:50:37+08:00
8JWS_1	8JWS	EDO	G	A	62.068	4	0.838	0.188	1.0	N	0	rejected	formula weight 62.068 outside 100 to 900; 4 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.838 below 0.95	2026-09-25T21:50:37+08:00
8JWS_1	8JWS	ZN	N	C	65.409	1	0.993	0.015	1.0	Y	0	rejected	formula weight 65.409 outside 100 to 900; 1 heavy atoms, below 10	2026-09-25T21:50:37+08:00
8JWS_1	8JWS	ZN	M	C	65.409	1	0.964	0.04	1.0	Y	0	rejected	formula weight 65.409 outside 100 to 900; 1 heavy atoms, below 10	2026-09-25T21:50:37+08:00
8JWS_1	8JWS	ZN	L	C	65.409	1	0.988	0.03	1.0	Y	0	rejected	formula weight 65.409 outside 100 to 900; 1 heavy atoms, below 10	2026-09-25T21:50:37+08:00
8JWS_1	8JWS	ZN	J	B	65.409	1	0.994	0.016	1.0	Y	0	rejected	formula weight 65.409 outside 100 to 900; 1 heavy atoms, below 10	2026-09-25T21:50:37+08:00
8JWS_1	8JWS	ZN	I	B	65.409	1	0.979	0.033	1.0	Y	0	rejected	formula weight 65.409 outside 100 to 900; 1 heavy atoms, below 10	2026-09-25T21:50:37+08:00
8JWS_1	8JWS	ZN	H	B	65.409	1	0.986	0.029	1.0	Y	0	rejected	formula weight 65.409 outside 100 to 900; 1 heavy atoms, below 10	2026-09-25T21:50:37+08:00
8JWS_1	8JWS	ZN	F	A	65.409	1	0.988	0.021	1.0	Y	0	rejected	formula weight 65.409 outside 100 to 900; 1 heavy atoms, below 10	2026-09-25T21:50:37+08:00
8JWS_1	8JWS	ZN	E	A	65.409	1	0.993	0.017	1.0	Y	0	rejected	formula weight 65.409 outside 100 to 900; 1 heavy atoms, below 10	2026-09-25T21:50:37+08:00
8JWS_1	8JWS	ZN	D	A	65.409	1	0.996	0.02	1.0	Y	0	rejected	formula weight 65.409 outside 100 to 900; 1 heavy atoms, below 10	2026-09-25T21:50:37+08:00
8JYI_1	8JYI	MN	C	A	54.938	1	0.94	0.087	1.0	Y	0	rejected	formula weight 54.938 outside 100 to 900; 1 heavy atoms, below 10; RSCC 0.94 below 0.95	2026-09-25T21:50:37+08:00
8JYI_1	8JYI	MN	B	A	54.938	1	0.994	0.026	1.0	Y	0	rejected	formula weight 54.938 outside 100 to 900; 1 heavy atoms, below 10	2026-09-25T21:50:37+08:00
8JYI_1	8JYI	V9O	D	A	495.392	36	0.388	0.27	1.0	Y	0	rejected	RSCC 0.388 below 0.95; RSR 0.27 above 0.2	2026-09-25T21:50:37+08:00
8JYI_1	8JYI	ZN	F	A	65.409	1	0.988	0.035	1.0	N	0	rejected	formula weight 65.409 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:37+08:00
8JYI_1	8JYI	ZN	E	A	65.409	1	0.982	0.032	1.0	N	0	rejected	formula weight 65.409 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:37+08:00
8JZA_1	8JZA	ACT	B	A	59.044	4	0.967	0.075	1.0	N	0	rejected	formula weight 59.044 outside 100 to 900; 4 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:37+08:00
8JZA_1	8JZA	ACT	C	A	59.044	4	0.906	0.145	1.0	N	0	rejected	formula weight 59.044 outside 100 to 900; 4 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.906 below 0.95	2026-09-25T21:50:37+08:00
8JZA_1	8JZA	ACT	D	A	59.044	4	0.948	0.071	1.0	N	0	rejected	formula weight 59.044 outside 100 to 900; 4 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.948 below 0.95	2026-09-25T21:50:37+08:00
8JZA_1	8JZA	K	E	A	39.098	1	0.999	0.02	1.0	N	0	rejected	formula weight 39.098 outside 100 to 900; 1 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:37+08:00
8K6G_1	8K6G	SO4	Z	F	96.063	5	0.977	0.133	1.0	N	0	rejected	formula weight 96.063 outside 100 to 900; 5 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:37+08:00
8K6G_1	8K6G	SO4	Y	F	96.063	5	0.901	0.097	1.0	N	0	rejected	formula weight 96.063 outside 100 to 900; 5 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.901 below 0.95	2026-09-25T21:50:37+08:00
8K6G_1	8K6G	SO4	X	E	96.063	5	0.905	0.103	1.0	N	0	rejected	formula weight 96.063 outside 100 to 900; 5 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.905 below 0.95	2026-09-25T21:50:37+08:00
8K6G_1	8K6G	SO4	W	E	96.063	5	0.911	0.101	1.0	N	0	rejected	formula weight 96.063 outside 100 to 900; 5 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.911 below 0.95	2026-09-25T21:50:37+08:00
8K6G_1	8K6G	SO4	V	D	96.063	5	0.649	0.158	1.0	N	0	rejected	formula weight 96.063 outside 100 to 900; 5 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.649 below 0.95	2026-09-25T21:50:37+08:00
8K6G_1	8K6G	SO4	U	D	96.063	5	0.948	0.086	1.0	N	0	rejected	formula weight 96.063 outside 100 to 900; 5 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.948 below 0.95	2026-09-25T21:50:37+08:00
8K6G_1	8K6G	SO4	T	C	96.063	5	0.979	0.092	1.0	N	0	rejected	formula weight 96.063 outside 100 to 900; 5 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:37+08:00
8K6G_1	8K6G	SO4	S	C	96.063	5	0.913	0.095	1.0	N	0	rejected	formula weight 96.063 outside 100 to 900; 5 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.913 below 0.95	2026-09-25T21:50:37+08:00
8K6G_1	8K6G	SO4	R	C	96.063	5	0.904	0.096	1.0	N	0	rejected	formula weight 96.063 outside 100 to 900; 5 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.904 below 0.95	2026-09-25T21:50:37+08:00
8K6G_1	8K6G	SO4	Q	B	96.063	5	0.974	0.09	1.0	N	0	rejected	formula weight 96.063 outside 100 to 900; 5 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:37+08:00
8K6G_1	8K6G	SO4	P	B	96.063	5	0.979	0.102	1.0	N	0	rejected	formula weight 96.063 outside 100 to 900; 5 heavy atoms, below 10; not flagged as the subject of investigation	2026-09-25T21:50:37+08:00
8K6G_1	8K6G	SO4	O	B	96.063	5	0.92	0.078	1.0	N	0	rejected	formula weight 96.063 outside 100 to 900; 5 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.92 below 0.95	2026-09-25T21:50:37+08:00
8K6G_1	8K6G	SO4	N	B	96.063	5	0.896	0.089	1.0	N	0	rejected	formula weight 96.063 outside 100 to 900; 5 heavy atoms, below 10; not flagged as the subject of investigation; RSCC 0.896 below 0.95	2026-09-25T21:50:37+08:00
